distance,cargo_type,driver_exp,hour_of_day,is_weather_bad,risk_score
1709.35,1,31,12,1,83
36.33,0,94,3,1,54
1028.44,1,156,12,0,46
1541.19,2,40,3,0,100
1870.24,1,74,9,0,68
1819.31,0,44,19,0,60
1641.05,0,12,0,0,80
1777.5,0,154,20,0,40
406.45,0,18,7,1,51
575.53,1,153,6,1,65
585.05,1,52,4,0,65
760.34,1,178,2,0,49
792.71,0,164,14,0,14
1093.67,0,239,16,1,40
328.16,1,136,22,1,53
1385.58,0,219,12,0,30
343.46,0,223,14,0,21
627.51,1,179,18,0,28
1011.66,1,181,19,0,44
1594.92,0,2,13,0,67
1481.54,2,95,20,0,63
1294.61,0,196,12,0,39
319.99,2,135,11,0,42
1098.62,0,13,23,1,87
184.02,0,119,22,0,34
760.95,2,130,8,0,49
832.9,0,151,2,0,27
89.22,1,12,10,0,45
555.24,1,170,9,0,37
1911.74,2,156,0,0,89
1907.73,2,71,16,1,90
711.13,0,178,12,0,22
95.77,1,169,13,0,24
366.4,0,158,0,0,33
790.51,0,190,1,0,39
1896.08,1,153,1,1,86
290.99,0,145,6,0,33
1529.4,0,81,8,0,45
226.28,0,56,23,0,44
1962.7,1,6,3,0,100
769.42,2,111,1,1,82
1552.72,0,229,18,0,35
691.76,0,47,4,0,52
1259.06,2,79,8,1,85
392.11,0,118,23,0,38
300.58,0,119,12,0,18
1876.75,0,59,11,0,59
1836.12,0,32,18,0,50
1776.06,0,114,8,0,50
1254.61,1,127,9,0,54
1618.45,0,2,18,0,60
147.38,2,229,9,0,34
676.23,1,3,11,0,61
634.27,1,99,13,0,40
1274.93,0,3,7,1,68
718.36,0,41,15,0,41
305.53,0,8,16,1,57
1196.97,2,231,19,0,57
1630.62,0,50,3,0,81
770.43,0,144,5,0,44
273.21,0,144,11,1,33
401.41,0,96,17,0,28
482.59,0,19,6,0,55
606.8,0,141,4,1,54
1289.16,0,21,9,1,69
1205.88,0,179,5,0,50
1395.2,0,26,13,1,68
731.38,1,42,5,0,69
1649.76,0,130,13,0,46
416.13,0,215,11,0,15
943.39,0,93,21,0,32
1603.87,0,7,11,0,58
368.52,2,85,7,0,55
228.63,0,88,9,0,35
1768.53,1,137,15,0,54
692.43,2,112,19,1,71
1370.9,1,156,7,0,49
60.44,0,167,8,1,30
1383.19,0,192,12,1,51
639.04,1,20,19,1,77
120.92,0,230,16,1,28
1223.53,1,151,18,0,43
489.2,1,200,16,0,30
779.75,1,187,6,0,54
170.36,0,235,0,0,29
302.85,1,153,19,0,28
602.97,1,8,13,0,67
188.62,1,147,16,1,47
1822.54,0,183,12,1,48
22.03,0,226,1,0,24
972.88,0,35,13,0,42
255.26,0,233,0,0,37
622.28,0,35,4,1,61
1852.86,2,72,6,0,97
331.77,0,149,18,0,16
1932.01,1,0,13,0,87
419.53,0,68,23,0,47
1485.72,0,200,13,1,59
1097.89,0,36,14,0,51
1770.11,0,229,4,0,48
1112.45,2,210,4,1,90
1073.77,0,71,20,1,57
398.96,1,233,23,1,67
340.8,0,106,1,0,37
1833.81,2,95,17,0,72
662.4,0,140,23,0,33
750.44,0,83,8,0,38
1522.05,0,227,9,0,39
684.26,0,42,17,0,37
1904.6,0,235,3,0,47
1478.48,2,36,7,1,99
1198.88,1,221,17,0,37
1762.98,1,201,19,1,79
108.72,0,222,16,0,6
521.55,0,24,15,0,40
935.42,0,220,17,0,27
461.69,2,215,6,0,59
1490.37,1,230,0,0,67
1839.22,2,148,0,1,98
853.3,1,168,17,0,38
690.84,0,72,3,1,64
1923.49,0,169,22,0,56
895.26,0,41,19,1,59
983.21,0,1,20,0,45
709.78,0,195,19,1,38
1820.0,0,135,3,0,58
1142.22,1,95,5,0,72
1526.73,2,60,2,1,100
1625.5,1,13,5,0,93
690.28,2,112,12,0,55
873.05,0,76,22,1,67
1698.46,0,20,6,0,77
732.88,1,151,23,0,47
1589.93,0,177,3,0,58
1882.57,0,209,0,1,70
1250.19,0,172,5,0,46
1485.84,0,191,23,0,46
1612.14,0,63,4,0,64
1691.63,0,231,12,1,61
796.16,0,153,18,1,39
112.01,1,159,3,0,40
809.73,0,235,23,0,37
1350.77,0,56,5,0,64
906.2,0,118,12,0,34
1500.44,0,180,4,0,52
720.4,1,160,12,1,53
1273.14,1,51,9,0,60
380.98,1,94,2,0,54
1501.25,0,145,22,0,52
1095.93,0,162,12,0,29
416.09,0,139,11,0,17
590.9,0,178,3,0,33
1499.73,0,88,9,0,48
970.38,0,236,2,0,43
439.9,0,222,16,1,36
1934.87,1,9,8,0,83
1433.1,0,238,0,0,41
1914.7,1,51,17,0,84
859.94,0,33,8,1,59
955.45,0,114,20,1,46
1796.93,2,194,19,0,66
1054.85,2,237,8,0,51
1417.49,0,166,1,0,46
511.82,0,135,18,0,23
898.99,0,124,15,0,29
255.67,0,223,2,0,29
419.9,1,234,15,0,22
11.88,2,156,20,0,34
88.14,1,149,12,0,22
1954.79,0,211,2,0,57
492.28,1,197,9,0,34
1329.99,0,188,21,0,30
1679.81,2,42,17,0,80
1105.81,2,176,5,0,69
314.76,0,28,5,1,63
1458.95,0,105,17,0,38
1204.5,0,119,5,1,59
1465.19,0,80,5,0,63
1541.8,1,30,21,0,69
1951.07,0,180,12,0,37
1151.39,0,161,13,1,50
689.87,0,127,20,0,27
1300.44,1,37,6,0,76
146.2,0,184,12,0,9
1795.82,2,100,14,1,93
247.57,2,131,11,1,56
662.41,2,129,20,0,48
1633.33,0,11,0,0,79
1198.65,0,34,2,0,64
